GID1	GID2	EH23_Early_Flower	EH23_Foliage	EH23_Foliage_12light	EH23_Late_Flower	EH23_Roots	EH23_Shoottips
EH23a.chr1.v1.g003880.t1	EH23b.chr1.v1.g003730.t1	C	A	C	C	C	C
EH23a.chr1.v1.g003890.t1	EH23b.chr1.v1.g003740.t1	C	C	C	C	C	C
EH23a.chr1.v1.g003920.t1	EH23b.chr1.v1.g003770.t1	C	C	C	C	C	C
EH23a.chr1.v1.g003930.t1	EH23b.chr1.v1.g003780.t1	C	C	C	C	C	C
EH23a.chr1.v1.g003940.t1	EH23b.chr1.v1.g003790.t1	C	A	C	C	C	C
EH23a.chr1.v1.g003950.t1	EH23b.chr1.v1.g003800.t1	C	C	C	C	C	C
EH23a.chr1.v1.g003960.t2	EH23b.chr1.v1.g003810.t2	C	C	C	C	C	C
EH23a.chr1.v1.g003970.t1	EH23b.chr1.v1.g003820.t1	C	C	C	C	C	C
EH23a.chr1.v1.g003980.t1	EH23b.chr1.v1.g003840.t1	C	C	C	C	C	C
EH23a.chr1.v1.g003990.t1	EH23b.chr1.v1.g003850.t1	B	B	B	C	C	B
EH23a.chr1.v1.g004000.t1	EH23b.chr1.v1.g003860.t1	C	C	C	B	B	C
EH23a.chr1.v1.g004010.t2	EH23b.chr1.v1.g003870.t2	A	A	A	A	A	A
EH23a.chr1.v1.g004020.t1	EH23b.chr1.v1.g003880.t1	C	C	C	B	C	C
EH23a.chr1.v1.g004030.t1	EH23b.chr1.v1.g003890.t1	B	B	A	B	C	A
EH23a.chr1.v1.g004050.t1	EH23b.chr1.v1.g003900.t1	C	C	C	C	C	C
EH23a.chr1.v1.g004060.t1	EH23b.chr1.v1.g003910.t1	C	C	C	C	C	C
EH23a.chr1.v1.g004060.t2	EH23b.chr1.v1.g003910.t2	C	C	C	C	C	C
EH23a.chr1.v1.g004070.t1	EH23b.chr1.v1.g003920.t1	C	C	C	C	C	C
EH23a.chr1.v1.g004080.t1	EH23b.chr1.v1.g003930.t1	C	C	C	C	C	C
EH23a.chr1.v1.g004090.t1	EH23b.chr1.v1.g003940.t1	C	C	C	C	C	C
EH23a.chr1.v1.g004100.t1	EH23b.chr1.v1.g003950.t1	C	C	C	C	C	C
EH23a.chr1.v1.g004120.t1	EH23b.chr1.v1.g003970.t1	C	C	C	C	C	C
EH23a.chr1.v1.g004140.t1	EH23b.chr1.v1.g003990.t1	C	C	C	C	C	C
EH23a.chr1.v1.g004160.t1	EH23b.chr1.v1.g004010.t1	A	A	A	C	C	A
EH23a.chr1.v1.g004170.t1	EH23b.chr1.v1.g004020.t1	A	A	A	A	A	A
EH23a.chr1.v1.g004180.t1	EH23b.chr1.v1.g004030.t1	C	C	C	C	A	C
EH23a.chr1.v1.g004190.t1	EH23b.chr1.v1.g004040.t1	A	A	A	A	A	A
EH23a.chr1.v1.g004200.t1	EH23b.chr1.v1.g004050.t1	A	A	A	A	C	A
EH23a.chr1.v1.g004210.t1	EH23b.chr1.v1.g004070.t1	B	C	B	C	B	B
EH23a.chr1.v1.g004220.t1	EH23b.chr1.v1.g004080.t1	A	C	C	A	A	C
EH23a.chr1.v1.g004230.t1	EH23b.chr1.v1.g004090.t1	A	A	A	A	A	A
EH23a.chr1.v1.g004250.t1	EH23b.chr1.v1.g004110.t1	C	C	C	C	B	C
EH23a.chr1.v1.g004260.t1	EH23b.chr1.v1.g004120.t1	C	C	C	C	C	C
EH23a.chr1.v1.g004270.t1	EH23b.chr1.v1.g004130.t1	C	C	C	C	C	C
EH23a.chr1.v1.g004280.t1	EH23b.chr1.v1.g004140.t1	C	C	C	C	C	A
EH23a.chr1.v1.g004290.t1	EH23b.chr1.v1.g004170.t1	C	C	C	B	C	C
EH23a.chr1.v1.g004330.t1	EH23b.chr1.v1.g004190.t1	A	A	A	A	A	A
EH23a.chr1.v1.g004340.t1	EH23b.chr1.v1.g004200.t1	C	C	C	C	C	C
EH23a.chr1.v1.g004350.t1	EH23b.chr1.v1.g004210.t1	C	C	C	C	C	C
EH23a.chr1.v1.g004370.t1	EH23b.chr1.v1.g004230.t1	C	C	C	C	C	C
EH23a.chr1.v1.g004390.t1	EH23b.chr1.v1.g004250.t1	C	C	C	C	C	C
EH23a.chr1.v1.g004400.t1	EH23b.chr1.v1.g004260.t1	C	C	C	C	C	C
EH23a.chr1.v1.g004410.t1	EH23b.chr1.v1.g004270.t1	C	C	C	C	C	C
EH23a.chr1.v1.g004420.t1	EH23b.chr1.v1.g004280.t1	C	C	C	C	C	C
EH23a.chr1.v1.g004430.t1	EH23b.chr1.v1.g004290.t1	A	C	C	A	C	A
EH23a.chr1.v1.g004440.t1	EH23b.chr1.v1.g004300.t1	A	B	C	C	C	A
EH23a.chr1.v1.g004450.t1	EH23b.chr1.v1.g004320.t1	C	C	C	C	C	C
EH23a.chr1.v1.g004460.t1	EH23b.chr1.v1.g004330.t1	C	C	C	B	C	C
EH23a.chr1.v1.g004470.t1	EH23b.chr1.v1.g004340.t1	C	C	C	C	C	C
EH23a.chr1.v1.g004480.t1	EH23b.chr1.v1.g004350.t1	C	B	B	A	B	B
EH23a.chr1.v1.g004500.t1	EH23b.chr1.v1.g004370.t1	C	C	C	C	C	C
EH23a.chr1.v1.g004520.t1	EH23b.chr1.v1.g004380.t1	C	C	C	C	C	C
EH23a.chr1.v1.g004530.t1	EH23b.chr1.v1.g004400.t1	C	C	C	C	C	C
EH23a.chr1.v1.g004540.t1	EH23b.chr1.v1.g004410.t1	C	A	A	C	C	A
EH23a.chr1.v1.g004550.t1	EH23b.chr1.v1.g004420.t1	C	C	C	C	C	C
EH23a.chr1.v1.g004560.t1	EH23b.chr1.v1.g004430.t1	C	C	C	C	C	C
EH23a.chr1.v1.g004570.t1	EH23b.chr1.v1.g004440.t1	C	C	C	C	C	C
EH23a.chr1.v1.g004580.t1	EH23b.chr1.v1.g004450.t1	C	C	C	C	C	A
EH23a.chr1.v1.g004600.t1	EH23b.chr1.v1.g004460.t1	C	C	C	C	C	C
EH23a.chr1.v1.g004610.t1	EH23b.chr1.v1.g004470.t1	C	C	C	C	C	C
EH23a.chr1.v1.g004620.t1	EH23b.chr1.v1.g004480.t1	A	C	C	C	A	C
EH23a.chr1.v1.g004630.t1	EH23b.chr1.v1.g004490.t1	C	C	C	C	C	C
EH23a.chr1.v1.g004650.t1	EH23b.chr1.v1.g004510.t1	B	B	B	A	C	B
EH23a.chr1.v1.g004660.t1	EH23b.chr1.v1.g004520.t1	C	C	C	C	C	C
EH23a.chr1.v1.g004680.t1	EH23b.chr1.v1.g004550.t1	C	C	C	C	C	C
EH23a.chr1.v1.g004700.t1	EH23b.chr1.v1.g004570.t1	C	C	C	C	C	C
EH23a.chr1.v1.g004720.t1	EH23b.chr1.v1.g004580.t1	C	C	A	A	A	C
EH23a.chr1.v1.g004740.t1	EH23b.chr1.v1.g004590.t1	C	C	C	C	C	C
EH23a.chr1.v1.g004750.t1	EH23b.chr1.v1.g004600.t1	C	B	C	C	C	C
EH23a.chr1.v1.g004770.t1	EH23b.chr1.v1.g004620.t1	C	C	C	C	C	C
EH23a.chr1.v1.g004790.t1	EH23b.chr1.v1.g004630.t1	C	C	C	C	C	C
EH23a.chr1.v1.g004800.t1	EH23b.chr1.v1.g004640.t1	C	C	C	C	C	C
EH23a.chr1.v1.g004810.t1	EH23b.chr1.v1.g004650.t1	A	A	A	A	A	A
EH23a.chr1.v1.g004830.t1	EH23b.chr1.v1.g004670.t1	B	A	C	B	B	B
EH23a.chr1.v1.g004840.t1	EH23b.chr1.v1.g004680.t1	C	C	C	C	C	C
EH23a.chr1.v1.g004850.t1	EH23b.chr1.v1.g004690.t1	C	C	C	C	C	C
EH23a.chr1.v1.g004860.t1	EH23b.chr1.v1.g004700.t1	C	B	C	B	C	C
EH23a.chr1.v1.g004880.t1	EH23b.chr1.v1.g004720.t1	A	A	A	A	C	A
EH23a.chr1.v1.g004890.t1	EH23b.chr1.v1.g004730.t1	A	A	C	A	C	A
EH23a.chr1.v1.g004910.t1	EH23b.chr1.v1.g004750.t1	C	C	C	C	C	C
EH23a.chr1.v1.g004920.t1	EH23b.chr1.v1.g004760.t1	B	C	C	C	C	B
EH23a.chr1.v1.g004930.t1	EH23b.chr1.v1.g004770.t1	C	C	C	C	C	C
EH23a.chr1.v1.g004940.t1	EH23b.chr1.v1.g004780.t1	C	C	C	C	C	C
EH23a.chr1.v1.g004950.t1	EH23b.chr1.v1.g004790.t1	C	C	C	C	C	C
EH23a.chr1.v1.g004960.t1	EH23b.chr1.v1.g004800.t1	C	A	A	C	C	C
EH23a.chr1.v1.g004980.t1	EH23b.chr1.v1.g004820.t1	A	C	C	C	C	C
EH23a.chr1.v1.g004990.t1	EH23b.chr1.v1.g004830.t1	C	C	C	C	C	C
EH23a.chr1.v1.g005010.t1	EH23b.chr1.v1.g004840.t1	C	C	C	C	C	C
EH23a.chr1.v1.g005020.t1	EH23b.chr1.v1.g004850.t1	C	C	C	C	C	C
EH23a.chr1.v1.g005030.t1	EH23b.chr1.v1.g004860.t1	C	C	C	B	C	C
EH23a.chr1.v1.g005040.t1	EH23b.chr1.v1.g004870.t1	C	C	C	C	C	C
EH23a.chr1.v1.g005050.t1	EH23b.chr1.v1.g004880.t1	C	C	C	C	C	C
EH23a.chr1.v1.g005060.t1	EH23b.chr1.v1.g004890.t1	C	C	C	C	C	C
EH23a.chr1.v1.g005080.t1	EH23b.chr1.v1.g004910.t1	C	C	C	C	C	C
EH23a.chr1.v1.g005090.t1	EH23b.chr1.v1.g004920.t1	C	C	C	C	C	C
EH23a.chr1.v1.g005100.t1	EH23b.chr1.v1.g004930.t1	C	C	C	C	C	C
EH23a.chr1.v1.g005110.t1	EH23b.chr1.v1.g004940.t1	C	A	A	A	A	A
EH23a.chr1.v1.g005120.t1	EH23b.chr1.v1.g004970.t1	C	C	C	C	C	C
EH23a.chr1.v1.g005130.t1	EH23b.chr1.v1.g004980.t1	C	C	C	C	A	C
EH23a.chr1.v1.g005140.t1	EH23b.chr1.v1.g004990.t1	C	C	C	C	C	C
EH23a.chr1.v1.g005150.t1	EH23b.chr1.v1.g005000.t1	C	C	C	C	C	C
EH23a.chr1.v1.g005160.t1	EH23b.chr1.v1.g005010.t1	C	C	C	C	C	C
EH23a.chr1.v1.g005170.t1	EH23b.chr1.v1.g005020.t1	C	C	C	C	C	C
EH23a.chr1.v1.g005180.t1	EH23b.chr1.v1.g005030.t1	C	C	C	C	C	C
EH23a.chr1.v1.g005190.t1	EH23b.chr1.v1.g005040.t1	C	C	C	C	C	C
EH23a.chr1.v1.g005200.t1	EH23b.chr1.v1.g005060.t1	C	C	C	C	C	C
EH23a.chr1.v1.g005210.t1	EH23b.chr1.v1.g005070.t1	C	C	C	C	C	C
EH23a.chr1.v1.g005220.t1	EH23b.chr1.v1.g005080.t1	C	C	C	C	C	C
EH23a.chr1.v1.g005230.t1	EH23b.chr1.v1.g005090.t1	C	C	C	C	C	A
EH23a.chr1.v1.g005260.t1	EH23b.chr1.v1.g005100.t1	C	C	C	C	C	C
EH23a.chr1.v1.g005330.t1	EH23b.chr1.v1.g005150.t1	C	C	C	C	C	C
EH23a.chr1.v1.g005350.t1	EH23b.chr1.v1.g005170.t1	C	C	C	C	C	A
EH23a.chr1.v1.g005360.t1	EH23b.chr1.v1.g005180.t1	C	C	C	C	C	C
EH23a.chr1.v1.g005370.t1	EH23b.chr1.v1.g005190.t1	A	A	A	A	A	A
EH23a.chr1.v1.g005380.t1	EH23b.chr1.v1.g005200.t1	C	C	C	C	C	C
EH23a.chr1.v1.g005390.t1	EH23b.chr1.v1.g005210.t1	C	C	C	C	C	C
EH23a.chr1.v1.g005400.t1	EH23b.chr1.v1.g005220.t1	C	A	A	A	C	A
EH23a.chr1.v1.g005410.t1	EH23b.chr1.v1.g005230.t1	C	C	C	C	C	C
EH23a.chr1.v1.g005420.t1	EH23b.chr1.v1.g005240.t1	C	C	C	C	C	C
EH23a.chr1.v1.g005430.t1	EH23b.chr1.v1.g005250.t1	C	B	C	C	C	C
EH23a.chr1.v1.g005440.t1	EH23b.chr1.v1.g005260.t1	C	C	C	C	C	C
EH23a.chr1.v1.g005450.t1	EH23b.chr1.v1.g005270.t1	A	A	C	A	A	A
EH23a.chr1.v1.g005460.t1	EH23b.chr1.v1.g005280.t1	C	C	C	C	C	C
EH23a.chr1.v1.g005470.t1	EH23b.chr1.v1.g005290.t1	C	C	C	C	C	C
EH23a.chr1.v1.g005480.t1	EH23b.chr1.v1.g005300.t1	C	C	C	C	C	C
EH23a.chr1.v1.g005490.t1	EH23b.chr1.v1.g005310.t1	C	C	C	C	C	C
EH23a.chr1.v1.g005500.t1	EH23b.chr1.v1.g005320.t1	C	C	C	C	C	C
EH23a.chr1.v1.g005510.t1	EH23b.chr1.v1.g005330.t1	C	C	C	C	C	C
EH23a.chr1.v1.g005520.t1	EH23b.chr1.v1.g005340.t1	C	C	C	C	C	C
EH23a.chr1.v1.g005530.t1	EH23b.chr1.v1.g005350.t1	C	C	C	C	C	C
EH23a.chr1.v1.g005540.t1	EH23b.chr1.v1.g005360.t1	C	C	C	C	C	C
EH23a.chr1.v1.g005550.t1	EH23b.chr1.v1.g005370.t1	C	C	C	C	C	C
EH23a.chr1.v1.g005560.t1	EH23b.chr1.v1.g005380.t1	C	C	C	C	C	C
EH23a.chr1.v1.g005570.t1	EH23b.chr1.v1.g005390.t1	C	C	C	C	C	C
EH23a.chr1.v1.g005580.t1	EH23b.chr1.v1.g005400.t1	C	C	C	C	C	C
EH23a.chr1.v1.g005590.t1	EH23b.chr1.v1.g005440.t1	C	C	C	C	C	C
EH23a.chr1.v1.g005600.t1	EH23b.chr1.v1.g005450.t1	C	C	C	A	C	C
EH23a.chr1.v1.g005640.t1	EH23b.chr1.v1.g005490.t1	A	A	A	A	A	A
EH23a.chr1.v1.g005650.t1	EH23b.chr1.v1.g005500.t1	C	C	C	C	C	C
EH23a.chr1.v1.g005660.t1	EH23b.chr1.v1.g005510.t1	C	C	C	C	C	C
EH23a.chr1.v1.g005670.t1	EH23b.chr1.v1.g005520.t1	C	C	C	C	C	C
EH23a.chr1.v1.g005690.t1	EH23b.chr1.v1.g005540.t1	B	A	C	B	C	C
EH23a.chr1.v1.g005700.t1	EH23b.chr1.v1.g005550.t1	A	A	A	A	C	A
EH23a.chr1.v1.g005710.t1	EH23b.chr1.v1.g005560.t1	A	A	C	A	C	A
EH23a.chr1.v1.g005720.t1	EH23b.chr1.v1.g005570.t1	C	C	C	C	C	C
EH23a.chr1.v1.g005730.t1	EH23b.chr1.v1.g005580.t1	C	C	C	C	C	C
EH23a.chr1.v1.g005750.t1	EH23b.chr1.v1.g005600.t1	C	C	C	C	C	C
EH23a.chr1.v1.g005770.t1	EH23b.chr1.v1.g005620.t1	C	C	C	C	C	C
EH23a.chr1.v1.g005780.t1	EH23b.chr1.v1.g005630.t1	C	C	C	C	C	C
EH23a.chr1.v1.g005780.t2	EH23b.chr1.v1.g005630.t2	A	C	C	A	C	A
EH23a.chr1.v1.g005790.t1	EH23b.chr1.v1.g005640.t1	C	C	C	C	C	C
EH23a.chr1.v1.g005810.t1	EH23b.chr1.v1.g005650.t1	C	C	C	C	C	C
EH23a.chr1.v1.g005820.t1	EH23b.chr1.v1.g005660.t1	C	C	C	C	C	C
EH23a.chr1.v1.g005830.t1	EH23b.chr1.v1.g005670.t1	C	A	C	C	C	A
EH23a.chr1.v1.g005840.t1	EH23b.chr1.v1.g005680.t1	B	B	B	B	C	C
EH23a.chr1.v1.g005850.t1	EH23b.chr1.v1.g005690.t1	A	C	C	A	C	A
EH23a.chr1.v1.g005860.t1	EH23b.chr1.v1.g005700.t1	A	A	C	A	C	A
EH23a.chr1.v1.g005870.t1	EH23b.chr1.v1.g005710.t1	A	A	C	A	A	A
EH23a.chr1.v1.g005880.t1	EH23b.chr1.v1.g005720.t1	C	C	C	C	C	C
EH23a.chr1.v1.g005890.t1	EH23b.chr1.v1.g005730.t1	A	A	A	A	A	A
EH23a.chr1.v1.g005900.t1	EH23b.chr1.v1.g005740.t1	A	A	A	A	A	A
EH23a.chr1.v1.g005910.t1	EH23b.chr1.v1.g005750.t1	C	A	C	A	A	A
EH23a.chr1.v1.g005930.t1	EH23b.chr1.v1.g005770.t1	C	C	C	C	C	C
EH23a.chr1.v1.g005930.t2	EH23b.chr1.v1.g005770.t2	C	C	C	C	C	C
EH23a.chr1.v1.g005940.t1	EH23b.chr1.v1.g005780.t1	C	C	C	C	C	C
EH23a.chr1.v1.g005950.t1	EH23b.chr1.v1.g005790.t1	C	C	C	C	C	C
EH23a.chr1.v1.g006000.t1	EH23b.chr1.v1.g005800.t1	C	C	C	C	C	C
EH23a.chr1.v1.g006020.t1	EH23b.chr1.v1.g005820.t1	C	B	C	C	C	B
EH23a.chr1.v1.g006030.t1	EH23b.chr1.v1.g005830.t1	C	B	B	C	C	C
EH23a.chr1.v1.g006060.t1	EH23b.chr1.v1.g005850.t1	C	C	C	C	C	C
EH23a.chr1.v1.g006070.t1	EH23b.chr1.v1.g005870.t1	C	A	C	C	C	C
EH23a.chr1.v1.g006080.t1	EH23b.chr1.v1.g005880.t1	A	A	C	C	C	A
EH23a.chr1.v1.g006090.t1	EH23b.chr1.v1.g005890.t1	C	C	C	C	C	C
EH23a.chr1.v1.g006140.t2	EH23b.chr1.v1.g005930.t2	C	C	C	C	C	C
EH23a.chr1.v1.g006150.t1	EH23b.chr1.v1.g005940.t1	C	C	C	C	C	C
EH23a.chr1.v1.g006210.t1	EH23b.chr1.v1.g005980.t1	A	A	C	A	C	A
EH23a.chr1.v1.g006220.t1	EH23b.chr1.v1.g005990.t1	C	C	C	A	C	C
EH23a.chr1.v1.g006230.t1	EH23b.chr1.v1.g006000.t1	C	C	C	C	C	C
EH23a.chr1.v1.g006240.t1	EH23b.chr1.v1.g006010.t1	C	C	C	C	C	C
EH23a.chr1.v1.g006250.t1	EH23b.chr1.v1.g006020.t1	C	C	C	C	C	C
EH23a.chr1.v1.g006260.t1	EH23b.chr1.v1.g006030.t1	C	C	C	C	C	C
EH23a.chr1.v1.g006270.t1	EH23b.chr1.v1.g006040.t1	C	C	C	C	C	C
EH23a.chr1.v1.g006280.t1	EH23b.chr1.v1.g006050.t1	C	C	C	A	C	A
EH23a.chr1.v1.g006330.t1	EH23b.chr1.v1.g006090.t1	C	C	C	C	C	C
EH23a.chr1.v1.g006350.t1	EH23b.chr1.v1.g006100.t1	C	C	C	C	C	C
EH23a.chr1.v1.g006360.t1	EH23b.chr1.v1.g006110.t1	C	C	C	C	C	C
EH23a.chr1.v1.g006370.t1	EH23b.chr1.v1.g006120.t1	A	A	A	A	A	A
EH23a.chr1.v1.g006420.t1	EH23b.chr1.v1.g006150.t1	C	C	C	C	C	C
EH23a.chr1.v1.g006440.t1	EH23b.chr1.v1.g006170.t1	A	C	C	C	C	C
EH23a.chr1.v1.g006450.t1	EH23b.chr1.v1.g006180.t1	A	C	C	C	C	C
EH23a.chr1.v1.g006460.t1	EH23b.chr1.v1.g006190.t1	A	A	A	A	A	A
EH23a.chr1.v1.g006470.t1	EH23b.chr1.v1.g006200.t1	C	C	C	C	C	C
EH23a.chr1.v1.g006480.t1	EH23b.chr1.v1.g006210.t1	C	C	C	C	C	C
EH23a.chr1.v1.g006490.t1	EH23b.chr1.v1.g006220.t1	C	C	C	C	C	C
EH23a.chr1.v1.g006500.t1	EH23b.chr1.v1.g006230.t1	C	C	C	C	C	C
EH23a.chr1.v1.g006510.t1	EH23b.chr1.v1.g006240.t1	C	C	C	C	C	C
EH23a.chr1.v1.g006520.t1	EH23b.chr1.v1.g006250.t1	A	A	A	A	C	A
EH23a.chr1.v1.g006530.t1	EH23b.chr1.v1.g006260.t1	C	C	C	C	C	C
EH23a.chr1.v1.g006550.t1	EH23b.chr1.v1.g006300.t1	C	C	C	C	C	C
EH23a.chr1.v1.g006560.t1	EH23b.chr1.v1.g006310.t1	C	C	C	C	C	C
EH23a.chr1.v1.g006570.t1	EH23b.chr1.v1.g006320.t1	C	C	C	C	C	C
EH23a.chr1.v1.g006580.t1	EH23b.chr1.v1.g006330.t1	C	C	C	C	C	C
EH23a.chr1.v1.g006590.t1	EH23b.chr1.v1.g006340.t1	A	A	A	A	C	A
EH23a.chr1.v1.g006610.t1	EH23b.chr1.v1.g006360.t1	A	A	A	A	A	A
EH23a.chr1.v1.g006620.t1	EH23b.chr1.v1.g006370.t1	C	C	C	C	C	C
EH23a.chr1.v1.g006630.t1	EH23b.chr1.v1.g006380.t1	C	C	C	C	C	C
EH23a.chr1.v1.g006640.t1	EH23b.chr1.v1.g006390.t1	C	C	C	C	C	C
EH23a.chr1.v1.g006650.t1	EH23b.chr1.v1.g006400.t1	A	A	A	A	A	A
EH23a.chr1.v1.g006660.t1	EH23b.chr1.v1.g006410.t1	A	A	A	A	C	A
EH23a.chr1.v1.g006670.t1	EH23b.chr1.v1.g006420.t1	C	C	C	C	C	C
EH23a.chr1.v1.g006680.t1	EH23b.chr1.v1.g006430.t1	A	A	A	A	A	A
EH23a.chr1.v1.g006690.t1	EH23b.chr1.v1.g006440.t2	C	C	C	C	C	C
EH23a.chr1.v1.g006700.t1	EH23b.chr1.v1.g006440.t1	C	C	C	C	C	C
EH23a.chr1.v1.g006710.t1	EH23b.chr1.v1.g006450.t1	C	C	C	C	C	C
EH23a.chr1.v1.g006720.t1	EH23b.chr1.v1.g006460.t1	C	C	C	C	C	C
EH23a.chr1.v1.g006730.t1	EH23b.chr1.v1.g006470.t1	A	A	A	C	C	A
EH23a.chr1.v1.g006740.t1	EH23b.chr1.v1.g006480.t1	C	C	C	C	C	C
EH23a.chr1.v1.g006750.t1	EH23b.chr1.v1.g006490.t1	C	C	C	C	C	C
EH23a.chr1.v1.g006770.t1	EH23b.chr1.v1.g006500.t1	C	C	C	C	C	C
EH23a.chr1.v1.g006780.t1	EH23b.chr1.v1.g006510.t1	C	C	C	C	C	C
EH23a.chr1.v1.g006790.t1	EH23b.chr1.v1.g006520.t1	C	C	C	C	C	C
EH23a.chr1.v1.g006800.t1	EH23b.chr1.v1.g006530.t1	C	C	C	C	C	C
EH23a.chr1.v1.g006810.t1	EH23b.chr1.v1.g006540.t1	C	C	C	C	C	C
EH23a.chr1.v1.g006820.t1	EH23b.chr1.v1.g006550.t1	C	C	C	C	C	C
EH23a.chr1.v1.g006860.t1	EH23b.chr1.v1.g006580.t1	C	C	C	C	C	C
EH23a.chr1.v1.g006870.t1	EH23b.chr1.v1.g006590.t1	A	A	A	A	A	A
EH23a.chr1.v1.g006880.t1	EH23b.chr1.v1.g006600.t1	C	C	C	C	C	C
EH23a.chr1.v1.g006890.t1	EH23b.chr1.v1.g006610.t1	C	C	C	C	C	C
EH23a.chr1.v1.g006910.t1	EH23b.chr1.v1.g006630.t1	C	C	C	C	C	C
EH23a.chr1.v1.g006930.t1	EH23b.chr1.v1.g006650.t1	C	C	C	C	C	C
EH23a.chr1.v1.g006940.t1	EH23b.chr1.v1.g006660.t1	C	C	C	C	C	C
EH23a.chr1.v1.g006950.t1	EH23b.chr1.v1.g006670.t1	C	C	C	C	C	C
EH23a.chr1.v1.g006960.t1	EH23b.chr1.v1.g006680.t1	C	C	C	C	C	C
EH23a.chr1.v1.g006970.t1	EH23b.chr1.v1.g006690.t1	C	C	C	C	C	C
EH23a.chr1.v1.g006980.t1	EH23b.chr1.v1.g006700.t1	C	C	C	C	C	C
EH23a.chr1.v1.g006990.t1	EH23b.chr1.v1.g006710.t1	C	C	C	B	C	C
EH23a.chr1.v1.g007000.t1	EH23b.chr1.v1.g006720.t1	C	C	C	C	C	C
EH23a.chr1.v1.g007010.t1	EH23b.chr1.v1.g006730.t1	C	C	C	C	C	C
EH23a.chr1.v1.g007030.t1	EH23b.chr1.v1.g006770.t1	C	A	C	C	C	C
EH23a.chr1.v1.g007050.t1	EH23b.chr1.v1.g006780.t1	C	C	C	C	C	C
EH23a.chr1.v1.g007070.t1	EH23b.chr1.v1.g006800.t1	C	C	C	A	A	C
EH23a.chr1.v1.g007090.t1	EH23b.chr1.v1.g006820.t1	C	C	C	C	C	C
EH23a.chr1.v1.g007100.t1	EH23b.chr1.v1.g006830.t1	C	C	C	C	C	C
EH23a.chr1.v1.g007110.t1	EH23b.chr1.v1.g006850.t1	C	C	C	C	C	C
EH23a.chr1.v1.g007120.t1	EH23b.chr1.v1.g006860.t1	C	C	C	B	C	C
EH23a.chr1.v1.g007130.t1	EH23b.chr1.v1.g006880.t1	C	A	A	A	C	C
EH23a.chr1.v1.g007160.t1	EH23b.chr1.v1.g006890.t1	C	C	C	C	C	C
EH23a.chr1.v1.g007170.t1	EH23b.chr1.v1.g006900.t1	A	A	C	A	C	A
EH23a.chr1.v1.g007180.t1	EH23b.chr1.v1.g006910.t1	C	C	A	C	C	A
EH23a.chr1.v1.g007190.t1	EH23b.chr1.v1.g006920.t1	C	C	C	C	C	C
EH23a.chr1.v1.g007200.t1	EH23b.chr1.v1.g006930.t1	C	C	C	C	C	C
EH23a.chr1.v1.g007210.t1	EH23b.chr1.v1.g006940.t1	C	C	C	C	C	B
EH23a.chr1.v1.g007220.t1	EH23b.chr1.v1.g006950.t1	B	B	B	C	C	C
EH23a.chr1.v1.g007230.t1	EH23b.chr1.v1.g006960.t1	C	C	C	C	C	C
EH23a.chr1.v1.g007240.t1	EH23b.chr1.v1.g006970.t1	C	C	C	C	C	C
EH23a.chr1.v1.g007250.t1	EH23b.chr1.v1.g006980.t1	C	C	C	C	C	C
EH23a.chr1.v1.g007270.t1	EH23b.chr1.v1.g007010.t1	C	C	C	C	C	C
EH23a.chr1.v1.g007280.t1	EH23b.chr1.v1.g007020.t1	C	C	C	C	C	C
EH23a.chr1.v1.g007300.t1	EH23b.chr1.v1.g007040.t1	C	C	C	C	C	C
EH23a.chr1.v1.g007310.t1	EH23b.chr1.v1.g007050.t1	C	C	C	C	C	C
EH23a.chr1.v1.g007320.t1	EH23b.chr1.v1.g007060.t1	C	C	C	C	C	C
EH23a.chr1.v1.g007330.t1	EH23b.chr1.v1.g007070.t1	C	C	C	C	C	C
EH23a.chr1.v1.g007340.t1	EH23b.chr1.v1.g007080.t1	C	C	C	C	C	C
EH23a.chr1.v1.g007350.t1	EH23b.chr1.v1.g007090.t1	C	C	C	C	C	C
EH23a.chr1.v1.g007360.t1	EH23b.chr1.v1.g007100.t1	C	C	C	C	C	C
EH23a.chr1.v1.g007370.t1	EH23b.chr1.v1.g007110.t1	C	C	C	C	C	C
EH23a.chr1.v1.g007380.t1	EH23b.chr1.v1.g007120.t1	C	C	C	C	C	C
EH23a.chr1.v1.g007390.t1	EH23b.chr1.v1.g007130.t1	C	C	C	C	C	C
EH23a.chr1.v1.g007400.t1	EH23b.chr1.v1.g007140.t1	C	C	C	C	C	C
EH23a.chr1.v1.g007410.t1	EH23b.chr1.v1.g007150.t1	C	C	C	C	C	C
EH23a.chr1.v1.g007420.t1	EH23b.chr1.v1.g007160.t1	C	C	C	C	C	C
EH23a.chr1.v1.g007430.t1	EH23b.chr1.v1.g007170.t1	C	C	C	C	C	C
EH23a.chr1.v1.g007440.t1	EH23b.chr1.v1.g007180.t1	C	C	C	C	C	C
EH23a.chr1.v1.g007460.t1	EH23b.chr1.v1.g007210.t1	C	C	C	C	C	C
EH23a.chr1.v1.g007470.t1	EH23b.chr1.v1.g007220.t1	C	C	C	C	C	C
EH23a.chr1.v1.g007480.t1	EH23b.chr1.v1.g007230.t1	C	C	C	C	C	C
EH23a.chr1.v1.g007490.t1	EH23b.chr1.v1.g007240.t1	C	C	C	C	C	C
EH23a.chr1.v1.g007500.t1	EH23b.chr1.v1.g007250.t1	C	C	C	C	B	C
